id,value
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal conditions that may be unrelated to present pregnancy.Foetus or newborn affected by maternal nutritional disorders.Foetus or newborn affected by maternal overweight or obesity.Foetus or newborn affected by maternal obesity with body mass index, adult equal to or greater than 40",188830392
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal conditions that may be unrelated to present pregnancy.Foetus or newborn affected by abnormal maternal chemistry",1935973650
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal conditions that may be unrelated to present pregnancy.Foetus or newborn affected by maternal injury",1262457545
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal conditions that may be unrelated to present pregnancy.Foetus or newborn affected by maternal chemotherapy",697492429
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal conditions that may be unrelated to present pregnancy.Foetus or newborn affected by surgical procedure on mother",1066582584
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal conditions that may be unrelated to present pregnancy.Foetus or newborn affected by other medical procedures on mother, not elsewhere classified",1524174754
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal conditions that may be unrelated to present pregnancy.Foetus or newborn affected by other medical procedures on mother, not elsewhere classified.Foetus or newborn affected by radiology on mother",1025804777
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal conditions that may be unrelated to present pregnancy.Foetus or newborn affected by maternal anaemia",976211055
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy",1659188187
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by incompetence of cervix uteri",902780087
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by premature rupture of membranes",1350867235
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by oligohydramnios",606718428
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by polyhydramnios",1096942666
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by ectopic pregnancy",848074718
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by multiple pregnancy",1472682568
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by maternal death",594152119
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by malpresentation before labour",1176618787
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by spontaneous or threatened abortion",1912165326
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by maternal complications of pregnancy.Foetus or newborn affected by maternal blood loss",126200292
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta",373842724
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta.Foetus or newborn affected by placenta praevia",877196425
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta.Foetus or newborn affected by placenta praevia.Transient neonatal neutropenia due to placental insufficiency, including maternal HELLP syndrome",510966636
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta.Foetus or newborn affected by other forms of placental separation",1359165725
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta.Foetus or newborn affected by placental oedema or large placenta",1141696171
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta.Foetus or newborn affected by placental dysfunction, not otherwise specified",1196343
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta.Foetus or newborn affected by placental infarction",2044238008
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta.Foetus or newborn affected by placental insufficiency or small placenta",1955327835
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta.Foetus or newborn affected by other or unspecified morphological or functional abnormalities of placenta",632187364
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of placenta.Foetus or newborn affected by placental transfusion syndromes",1088791670
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord",541657990
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by prolapsed cord",856373218
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by other compression of umbilical cord",1447099000
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by other compression of umbilical cord.Foetus or newborn affected by umbilical cord-to-cord entanglements in monoamniotic twins",721080038
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by other compression of umbilical cord.Foetus or newborn affected by umbilical cord knot",202773234
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by other compression of umbilical cord.Foetus or newborn affected by umbilical cord loop",3657870
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by other or unspecified conditions of umbilical cord",586001033
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by abnormalities of umbilical cord length",1811698991
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by abnormalities of umbilical cord length.Foetus or newborn affected by short umbilical cord",965517552
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by abnormalities of umbilical cord length.Foetus or newborn affected by long umbilical cord",900555412
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by vasa praevia",86666084
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by complications of umbilical cord.Foetus or newborn affected by traumatic injury of the umbilical cord",478802448
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by other abnormalities of membranes",986673759
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by other abnormalities of membranes.Foetus or newborn affected by chorioamnionitis",1202087709
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by other abnormalities of membranes.Foetus or newborn affected by amniotic Band Syndrome",381628581
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery",1929621170
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by breech delivery or extraction",682638346
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by other malpresentation, malposition or disproportion during labour or delivery",1308357020
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by forceps delivery",961978723
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by delivery by vacuum extractor",1545432311
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by caesarean delivery",804519779
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by precipitate delivery",1253585655
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by abnormal uterine contractions",1041588744
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by abnormality in foetal intrauterine heart rate or rhythm",539099530
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by abnormality in foetal intrauterine heart rate or rhythm.Foetus and newborn affected by abnormality in foetal intrauterine heart rate or rhythm before onset of labour",1105431153
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Foetus or newborn affected by abnormality in foetal intrauterine heart rate or rhythm.Foetus and newborn affected by abnormality in foetal intrauterine heart rate or rhythm during labour",209756417
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by certain complications of labour or delivery.Meconium passage during delivery",856343065
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by noxious influences transmitted via placenta or breast milk",15547686
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by noxious influences transmitted via placenta or breast milk.Foetus or newborn affected by maternal anaesthesia or analgesia in pregnancy, labour or delivery",331959624
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by noxious influences transmitted via placenta or breast milk.Foetus or newborn affected by other maternal medication",1988264158
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by noxious influences transmitted via placenta or breast milk.Foetus and newborn affected by maternal use of tobacco",36687907
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by noxious influences transmitted via placenta or breast milk.Foetus or newborn affected by maternal use of alcohol",1734614455
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by noxious influences transmitted via placenta or breast milk.Foetus or newborn affected by maternal use of drugs of addiction",344624675
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by noxious influences transmitted via placenta or breast milk.Foetus or newborn affected by maternal use of nutritional chemical substances",1908491191
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Foetus or newborn affected by noxious influences transmitted via placenta or breast milk.Foetus or newborn affected by maternal exposure to environmental chemical substances",90968906
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Neonatal dermatoses due to maternal antibodies",437941753
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Neonatal dermatoses due to maternal antibodies.Neonatal lupus erythematosus",213855225
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Neonatal dermatoses due to maternal antibodies.Neonatal pemphigus",1613800402
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Neonatal dermatoses due to maternal antibodies.Neonatal gestational pemphigoid",2014477062
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Neonatal dermatoses due to maternal antibodies.Transient neonatal Behçet disease",313534664
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Neonatal dermatoses due to maternal antibodies.Transient neonatal epidermolysis bullosa acquisita",549059777
"Certain conditions originating in the perinatal period.Foetus or newborn affected by maternal factors or by complications of pregnancy, labour or delivery.Neonatal dermatoses due to maternal antibodies.Neonatal alloimmune thrombocytopaenic purpura",164368491
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth,287901798
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to slow foetal growth or foetal malnutrition,1705439408
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to slow foetal growth or foetal malnutrition.Small for gestational age,1786398813
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to slow foetal growth or foetal malnutrition.Small for gestational age.Small for gestational age, symmetrical",748432301
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to slow foetal growth or foetal malnutrition.Small for gestational age.Small for gestational age, asymmetrical",481280039
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to slow foetal growth or foetal malnutrition.Intrauterine growth restriction,470315095
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to slow foetal growth or foetal malnutrition.Intrauterine growth restriction.Asymmetrical intrauterine growth restriction,1743114104
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to slow foetal growth or foetal malnutrition.Intrauterine growth restriction.Symmetrical intrauterine growth restriction,384752949
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to slow foetal growth or foetal malnutrition.Intrauterine growth restriction.Intrauterine growth restriction associated with small for gestational age,2009771614
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to slow foetal growth or foetal malnutrition.Foetal intrauterine malnutrition without mention of small for gestational age,517413026
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified",1950379483
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extremely low birth weight of newborn",307162488
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extremely low birth weight of newborn.Extremely low birth weight of newborn, 499g or less",1206947523
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extremely low birth weight of newborn.Extremely low birth weight of newborn, 500-749g",1252260130
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extremely low birth weight of newborn.Extremely low birth weight of newborn, 750-999g",409571627
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Very low birth weight of newborn",1996824802
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Very low birth weight of newborn.Very low birth weight of newborn, 1000-1249g",1803031185
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Very low birth weight of newborn.Very low birth weight of newborn, 1250-1499g",1714120052
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Low birth weight of newborn",2041060050
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Low birth weight of newborn.Low birth weight of newborn, 1500-1999g",1809412104
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Low birth weight of newborn.Low birth weight of newborn, 2000-2499g",1367524480
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extreme prematurity of newborn",61370397
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extreme prematurity of newborn.Extreme prematurity of newborn, gestational age less than 22 completed weeks",1476621065
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extreme prematurity of newborn.Extreme prematurity of newborn, gestational age 22 completed weeks",1830053141
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extreme prematurity of newborn.Extreme prematurity of newborn, gestational age 23 completed weeks",388513383
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extreme prematurity of newborn.Extreme prematurity of newborn, gestational age 24 completed weeks",498615877
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extreme prematurity of newborn.Extreme prematurity of newborn, gestational age 25 completed weeks",573711709
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extreme prematurity of newborn.Extreme prematurity of newborn, gestational age 26 completed weeks",580228397
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Extreme prematurity of newborn.Extreme prematurity of newborn, gestational age 27 completed weeks",1370382901
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn",1726201225
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn.Preterm newborn, gestational age 28 completed weeks",1708592410
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn.Preterm newborn, gestational age 29 completed weeks",1753512697
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn.Preterm newborn, gestational age 30 completed weeks",1184965751
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn.Preterm newborn, gestational age 31 completed weeks",1046468764
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn.Preterm newborn, gestational age 32 completed weeks",1907550361
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn.Preterm newborn, gestational age 33 completed weeks",1963949735
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn.Preterm newborn, gestational age 34 completed weeks",67398892
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn.Preterm newborn, gestational age 35 completed weeks",832837872
"Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to short gestation or low birth weight, not elsewhere classified.Preterm newborn.Preterm newborn, gestational age 36 completed weeks",986385486
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to long gestation or high birth weight,153712793
Certain conditions originating in the perinatal period.Disorders of newborn related to length of gestation or foetal growth.Disorders of newborn related to long gestation or high birth weight.Exceptionally large newborn,1556758218
