id,value
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bacteroides.Infections due to Bacteroides fragilis,1558583874 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella,536009662 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella.Bartonellosis,1938462328 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella.Bartonellosis.Carrion disease,1917297026 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella.Bartonellosis.Carrion disease.Oroya fever,1031219789 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella.Bartonellosis.Carrion disease.Verruga peruana,1480386521 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella.Bartonellosis.Cat-scratch disease,2003001085 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella.Bartonellosis.Bacillary angiomatosis,1416616903 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella.Bartonellosis.Trench fever,1587737629 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella.Trench fever,1587737629 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bartonella.Cat-scratch disease,2003001085 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bifidobacterium,802587680 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bifidobacterium.Actinomycosis,1697630330 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bifidobacterium.Actinomycosis.Pulmonary actinomycosis,452367246 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bifidobacterium.Actinomycosis.Abdominal actinomycosis,2143116824 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bifidobacterium.Actinomycosis.Abdominal actinomycosis.Enteritis due to Actinomyces,1411711614 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bifidobacterium.Actinomycosis.Abdominal actinomycosis.Colitis due to Actinomyces,1246116465 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bifidobacterium.Actinomycosis.Cervicofacial actinomycosis,185601767 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bifidobacterium.Actinomycosis.Primary cutaneous actinomycosis,413315344 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bifidobacterium.Actinomycosis.Myelitis associated with actinomyces,1252521920 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bordetella,32688842 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bordetella.Whooping cough,2064398473 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bordetella.Whooping cough.Whooping cough due to Bordetella pertussis,1287021540 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bordetella.Whooping cough.Whooping cough due to Bordetella pertussis.Pneumonia due to whooping cough due to Bordetella pertussis,821284594 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bordetella.Whooping cough.Whooping cough due to Bordetella parapertussis,704491122 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bordetella.Whooping cough.Whooping cough due to Bordetella parapertussis.Pneumonia due to whooping cough due to Bordetella parapertussis,1599259291 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bordetella.Whooping cough.Whooping cough due to other Bordetella species,1110566194 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Bordetella.Whooping cough.Whooping cough due to other Bordetella species.Whooping cough due to Bordetella bronchiseptica,248071133 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia,572568089 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis,1600014919 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Early cutaneous Lyme borreliosis,217939807 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Early cutaneous Lyme borreliosis.Erythema migrans,581605998 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis,120524401 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme neuroborreliosis,1614775629 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme neuroborreliosis.Meningitis due to Borrelia burgdorferi,709799138 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme neuroborreliosis.Myelitis due to Borrelia burgdorferi,56151704 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme carditis,2085372866 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Ophthalmic Lyme borreliosis,59307016 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Ophthalmic Lyme borreliosis.Lyme oculopathy,187040312 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Ophthalmic Lyme borreliosis.Lyme oculopathy.Lyme iridocyclitis,446598615 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Ophthalmic Lyme borreliosis.Lyme oculopathy.Lyme iritis,1346867758 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Ophthalmic Lyme borreliosis.Lyme oculopathy.Lyme uveitis,1972031470 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Ophthalmic Lyme borreliosis.Borrelia burgdorferi dacryoadenitis,213119328 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Ophthalmic Lyme borreliosis.Borrelia burgdorferi orbital myositis,1974365696 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis,1772714648 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, multiple sites",804852211 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, shoulder region",1253235815 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, shoulder region.Lyme arthritis, clavicle",1679085560 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, shoulder region.Lyme arthritis, scapula",250140029 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, shoulder region.Lyme arthritis, acromioclavicular joints",11791905 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, shoulder region.Lyme arthritis, glenohumeral joints",2137863600 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, shoulder region.Lyme arthritis, sternoclavicular joints",15836865 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, upper arm",1042255002 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, upper arm.Lyme arthritis, humerus",490686262 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, upper arm.Lyme arthritis, elbow joint",1131720663 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, forearm",1532248332 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, forearm.Lyme arthritis, radius",775533197 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, forearm.Lyme arthritis, ulna",283087045 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, forearm.Lyme arthritis, wrist joint",890424583 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, hand",683332248 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, hand.Lyme arthritis, carpus",692130223 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, hand.Lyme arthritis, fingers",1997207884 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, hand.Lyme arthritis, metacarpus",264873528 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, pelvic region and thigh",1307647758 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, pelvic region and thigh.Lyme arthritis, femur",612853884 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, pelvic region and thigh.Lyme arthritis, pelvis",89134070 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, pelvic region and thigh.Lyme arthritis, hip joint",1244909933 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, pelvic region and thigh.Lyme arthritis, sacroiliac joint",715004870 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, lower leg",962351091 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, lower leg.Lyme arthritis, fibula",1991970371 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, lower leg.Lyme arthritis, knee joint",370590954 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, lower leg.Lyme arthritis, tibia",1996048035 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, ankle and foot",1545044583 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, ankle and foot.Lyme arthritis, metatarsus",765546869 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, ankle and foot.Lyme arthritis, tarsus",926554349 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, ankle and foot.Lyme arthritis, toes",1222951780 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, ankle and foot.Lyme arthritis, ankle joint",930631693 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, ankle and foot.Lyme arthritis, other joints in foot",2015072918 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, head",2081262523 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, skull",575038296 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, neck",480264464 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, ribs",676723606 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, trunk",949969440 
"Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Lyme arthritis.Lyme arthritis, vertebral column",1195489711 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Late cutaneous Lyme borreliosis,242606511 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Late cutaneous Lyme borreliosis.Acrodermatitis chronica atrophicans,1761234822 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Disseminated Lyme borreliosis.Late cutaneous Lyme borreliosis.Borrelial lymphocytoma cutis,2109619506 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Lyme borreliosis.Congenital Lyme borreliosis,756596252 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Relapsing fever,965498095 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Relapsing fever.Tick-borne relapsing fever,923521593 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Borrelia.Relapsing fever.Louse-borne relapsing fever,1379934125 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Brucella,788402646 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Brucella.Brucellosis,730510331 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Brucella.Brucellosis.Brucellosis due to Brucella melitensis,1716687275 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Brucella.Brucellosis.Brucellosis due to Brucella abortus,51993663 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Brucella.Brucellosis.Brucellosis due to Brucella suis,2008288450 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Brucella.Brucellosis.Brucellosis due to Brucella canis,318751060 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Brucella.Brucellosis.Spondylitis in brucellosis,9118428 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia,364981346 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia mallei,589756919 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia mallei.Glanders,1563156715 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia pseudomallei,288304626 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia pseudomallei.Melioidosis,2129350166 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia pseudomallei.Melioidosis.Acute or fulminant melioidosis,945827199 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia pseudomallei.Melioidosis.Acute or fulminant melioidosis.Acute pulmonary melioidosis,392772001 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia pseudomallei.Melioidosis.Acute or fulminant melioidosis.Acute parotiditis due to melioidosis,503670475 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia pseudomallei.Melioidosis.Acute or fulminant melioidosis.Septic shock due to fulminant melioidosis,248512381 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia pseudomallei.Melioidosis.Subacute or chronic melioidosis,1288535424 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia pseudomallei.Melioidosis.Subacute or chronic melioidosis.Subacute pulmonary melioidosis,1109839854 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Infections due to Burkholderia pseudomallei.Melioidosis.Subacute or chronic melioidosis.Cutaneous and subcutaneous melioidosis,1182703938 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Burkholderia.Burkholderia encephalomyelitis,991824556 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Campylobacter,1738154790 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Campylobacter.Campylobacteriosis,1012026026 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Campylobacter.Gastroenteritis due to Campylobacter,794462570 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Campylobacter.Gastroenteritis due to Campylobacter.Enteritis due to Campylobacter,521644150 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Campylobacter.Gastroenteritis due to Campylobacter.Colitis due to Campylobacter,886535028 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Campylobacter.Periodontitis due to Campylobacter,354259298 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Campylobacter.Enteritis due to Campylobacter,521644150 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Campylobacter.Colitis due to Campylobacter,886535028 
Special Views.Special tabulation list of infectious agents.Infectious diseases by infectious agent.Infections due to Bacteria.Infections due to Chlamydia,503144300 
